지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
146,전주,1950-01-11,-.7,-8.8,,5.9,,,,,,,,,0,,3.2,140,2355,1,864,,,52,,69.7,4.1,1023.7,1025.6,,1021.8,,1023.7,,8.8,,,,,,2.4,0,,3.7,,-.4,-15,.3,.5,1.4,1.7,3,6,10.5,13.5,16.1,,1.1,,{연무}{강도0}715-{연무}{강도1}740-{연무}{강도0}937-1020/{연무}{강도0}1605-{연무}{강도1}1625-{연무}{강도2}1723-{연무}3(900)1810-{연무}{강도2}1848-{연무}{강도1}1905-{연무}{강도0}1920--20.10,
146,전주,1950-01-12,3.5,1.8,,5.4,,,,,2,2021,6.4,,0,,5.5,140,1100,1.1,950,,,59,,80,6.3,1018.6,1021.8,,1017,,1018.6,,0,,,,,,,,,10,,1,-1.9,.6,.7,1.4,1.7,2.9,6,10.5,13.5,16.1,,.5,,{연무}{강도0}7.20-{연무}{강도1}7.40-{연무}{강도2}7.59-{연무}3(1000)8.10-{연무}{강도2}8.30-{연무}{강도1}845-{연무}{강도0}9.26--12.09-{비}{강도0}9.36...{비}{강도0}10.04-{비}{강도0}10.53-{비}{강도1}1116-{비}{강도0}12.42-{비}{강도0}15.30--16.20/{안개}{강도0}1830...19.27/ {안개}{강도0}12.59-{안개}{강도1}13.14-{안개}{강도2}14.22-{안개}3(900)15.30-{안개}4(500)16.11-{안개}4-{안개}5(200)17.15-{안개}4(500)8.55-{안개}3(900)20.16-,
146,전주,1950-01-13,6.7,1.8,,12.1,,,,,1.8,2105,3.7,,0,,4.5,110,1300,1.3,1123,,,55,,80.7,7.6,1017.2,1020.4,,1015,,1017.2,,5.2,,,,,,,,,7.3,,6.2,-2.3,3.1,2.8,2.6,2.5,3.3,5.8,10.3,13.3,16,,1.5,,-{안개}3(900)-{안개}{강도2}3.26-{안개}{강도1}4.42-{안개}{강도0}5.45-612/{연무}{강도0}612-{연무}{강도1}7.11-{연무}{강도2}({연무}{강도1})757-{연무}{강도1}838-{연무}{강도0}940-1050{연무}{강도0}1620-1832{비}{강도0}1930-{비}{강도0}1934-2010/ {비}{강도0}2042...{비}{강도1}2106-{비}{강도0}2110-{비}{강도0}2205-{비}{강도0}2224,
146,전주,1950-01-14,2.9,-.1,,6.2,,,,,1.5,2,3.4,,0,,5.7,250,113,1.8,1555,,,69,,79.7,6,1019.9,1025.8,,1014.7,,1019.9,,.7,,,,,,,,,6.7,,3.1,-5.7,3.2,3.1,3.5,3.6,4.5,5.8,10.2,13.3,15.9,,.9,,-{비}{강도1}-{비}{강도0}0.28-{비}{강도0}306-{비}{강도0}313-4.22/ {비}{강도0}615..730/-{연무}{강도0}620-{연무}{강도1}735-{연무}{강도2}745-{연무}{강도1}820-{연무}{강도0}840-930/{싸락우박}{강도0}1002...{싸락우박}{강도0}1008-{싸락우박}{강도0}1012...1018/{안개}{강도0}1935-22.30,
146,전주,1950-01-15,2.7,-2.5,,10,,,,,,,,,0,,1.8,320,1300,.6,518,,,58,,79.7,5.9,1026,1027.1,,1024.8,,1026,,8.2,,,,,,,,,.3,,3.2,-7.5,2.5,2.3,3,3,4.3,6,10.1,13.2,15.9,,.6,,{연무}{강도0}707-{연무}{강도1}745-{연무}{강도2}918-{연무}3(1000)9.46-{연무}{강도2}10.53-{연무}{강도0}11.07-12.14/{연무}{강도0}1629-{연무}{강도1}18.19-{연무}{강도2}18.55-{연무}{강도1}20.34-{연무}{강도0}2043-2304/,
146,전주,1950-01-16,8.4,.4,,12.1,,,,,,,,,0,,4.3,110,2320,.9,778,,,62,,70,7.7,1021.6,1025.8,,1018.6,,1021.6,,2.5,,,,,,,,,4.3,,5.6,-3.9,3.6,3.3,3.4,3.3,4.3,6.1,9.9,13.1,15.8,,2.1,,{연무}{강도0}612-{연무}{강도1}7.20-{연무}{강도2}810-{연무}{강도2}9.20-{연무}{강도1}930-{연무}{강도1}-{연무}{강도0}945-{연무}{강도1}10.10--{연무}{강도0}1215-{연무}{강도1}1716-{연무}{강도2}1748-{연무}3(900)1803-{연무}{강도2}1856-{연무}{강도1}1932-{연무}{강도0}2042-,
146,전주,1950-01-17,14.2,10.9,,18.3,,,2.1,,6,,9.2,,0,,11.5,140,930,4.9,4234,,,61,,75.3,12.1,1012.2,1018.6,,1008.2,,1012.2,,3.6,,,,,,,,,9,,10.3,6,6.3,5.5,5,4.5,5.2,6.2,9.9,13,15.8,,2.4,,-{연무}{강도0}-7.10/ {비}{강도0}1501...{비}{강도0}1504-{비}{강도0}1507...1521{비}{강도0}2028-{비}{강도1}2038-{비}{강도0}2103-{비}{강도0}2127...{비}{강도0}2142...{비}{강도1}22148-{비}{강도0}2230-1{폭풍}919-932.1020-1034 1133/1143-{비}{강도1}2309-{비}{강도0}2312-2828,
146,전주,1950-01-18,8.1,5.6,,13.2,,,,,.9,415,2.8,,0,,3.5,320,2313,.9,778,,,90,,96.3,10.4,1012,1015.1,,1010.3,,1012,,0,,,,,,,,,10,,8.6,3.2,6.5,6.2,6.1,5.7,6.8,6.5,9.9,13,15.8,,.8,,{비}{강도0}2.31...2.47/ {비}{강도0}3.27...{비}{강도0}3.29-{비}{강도0}3.40...{비}{강도0}4.21--{비}{강도0}-{비}{강도0}441...{안개}{강도0}451-1936/ {안개}{강도0}447-{안개}{강도1}630-{안개}{강도2}647-{안개}3(500)737-{안개}3-{안개}4(300)937-{안개}31134-{안개}{강도2}2116-{안개}{강도1}2305-{안개}{강도0}2339-,
146,전주,1950-01-19,3.5,-1.3,,7.8,,,,,,,,,0,,3.8,290,1250,1.9,1642,,,53,,74.7,5.9,1017.7,1020.3,,1014.5,,1017.7,,5.6,,,,,,,,,4.7,,5.8,-9.5,3,5,5.5,5.4,6.9,6.9,9.8,12.9,15.7,,1.4,,-{안개}{강도0}-0.30/1230{연무}{강도0}1726-21.16,
146,전주,1950-01-20,.2,-4.1,,6.6,,,,,,,,,0,,3.5,290,1530,.9,778,,,44,,78,4.7,1022,1023.4,,1020.3,,1022,,8.7,,,,,,,,,0,,2.2,-8.9,2.7,2.9,4,4.2,5.5,7.2,9.8,12.9,15.6,,1.4,,{연무}{강도0}6.50-21.15,
146,전주,1950-01-21,1.2,-3.2,,6.3,,,,,,,,,0,,2.5,180,847,.8,691,,,64,,80,5.3,1019.8,1022,,1018,,1019.8,,2.3,,,,,,,,,5.3,,2.9,-7.5,2.4,2.6,3.4,3.6,5.3,7.1,9.7,12.7,15.6,,.6,,{연무}{강도0}6.39-{연무}{강도1}7.43-{연무}{강도0}850-1042/{해코로나}{강도0}15.52-19.36,
146,전주,1950-01-22,-.6,-3.7,,2.5,,,,,2,1735,4.5,,0,,6,270,1650,2.1,1814,,,64,,91.3,5.4,1018.2,1020.3,,1017.1,,1018.2,,0,,,,10.2,1942,10.2,1942,,7.3,,2.4,-9.6,2.4,2.4,3.2,3.5,5.2,7,9.7,12.7,15.6,,1.1,,{눈}{강도0}4.32...{눈}{강도0}513-{싸락우박}{강도0}{눈}{강도0}612-{눈}{강도0}{비}{강도0}621-720/{연무}{강도0}(26-942){싸락우박}{강도0}923...940/ {싸락우박}{강도0}945...{눈}{강도0}1138...{눈}{강도0}1405-{눈}{강도1}1455-{눈}{강도1}-{싸락우박}{강도1}1501-{싸락우박}{강도2}1503--{싸락우박}{강도0}1506-{눈}{강도0}1511-{눈}{강도1}1535-{눈}{강도0}1555...{싸락우박}{강도0}1609-{싸락우박}{강도1}{눈}{강도1}1611--{싸락우박}{강도0}{눈}{강도0}1614-{눈}{강도0}1615-{눈}{강도0}-{눈}{강도1}1619-{눈}{강도0}1622-{눈}{강도0}1624...{눈}{강도0}{싸락우박}{강도0}1635--{눈}{강도0}1637-{눈}{강도1}1652-{눈}{강도0}1658...1725/{눈}{강도0}2040-2120/{눈}{강도1}1734-{눈}{강도2}1737-{눈}{강도1}18.39-{눈}{강도0}18.50...{눈}{강도0}1905--{눈}{강도1}1932-{눈}{강도0}1942-{눈}{강도0}1944...2006/{눈}{강도0}2306-,
146,전주,1950-01-23,-4.2,-6.9,,-1.5,,,,,0,,0,,0,,5.5,290,1635,2.1,1814,,,65,,78.3,3.5,1026.5,1030.4,,1020.3,,1026.5,,4.4,,,,1.1,450,9.3,0,,3.3,,1.3,-10.9,1.7,2,2.9,3.2,5,6.9,9.7,12.7,15.5,,1.1,,{눈}{강도0}450/ {눈}{강도0}635...{눈}{강도0}805-{눈}{강도0}810...817/ {눈}{강도0}820-838/ {눈}{강도0}840-902/{눈}{강도0}910...946/ {눈}{강도0}959...10.06/ {눈}{강도0}1032...1039/{눈}{강도0}1136...1140/ {눈}{강도0}1028...1616/,
146,전주,1950-01-24,-3.4,-9.8,,1.8,,,,,,,,,0,,2.7,320,1349,1,864,,,50,,71,3.4,1031.6,1032.6,,1030.4,,1031.6,,6.4,,,,,,3,0,,5.7,,-.2,-14,.7,1,2.2,2.7,4.3,6.7,9.7,12.5,15.5,,1.5,,{연무}{강도0}7.39-{연무}{강도1}9.28-{연무}{강도0}10.53-11.34/,
146,전주,1950-01-25,-1.5,-5.6,,3.8,,,,,0,,0,,0,,2.7,160,850,.7,605,,,53,,74.7,4.1,1027.6,1031.2,,1024.7,,1027.6,,.9,,,,0,1245,0,1245,,6.7,,1,-10,.7,1,2.1,2.4,3.8,6.5,9.7,12.5,15.5,,1,,{연무}{강도0}6.30-10.45/ {눈}{강도0}12.40...12.45/{연무}{강도0}17.30-1930,
146,전주,1950-01-26,2.5,-2.7,,8.9,,,,,,,,,0,,3.6,320,1257,.6,518,,,52,,70.3,5.1,1021.9,1025.6,,1020.6,,1021.9,,8.4,,,,,,,,,3.3,,3.1,-10.5,2,1.9,2.4,2.5,3.7,6.3,9.7,12.4,15.4,,1.4,,{연무}{강도0}620-{연무}{강도1}650-{연무}{강도2}730-{연무}3(1000)830-{연무}{강도2}915-{연무}{강도1}927-{연무}{강도0}930-1037/{연무}{강도0}17.21-{연무}{강도1}18.47-{연무}{강도0}1907-2134/,
146,전주,1950-01-27,5.7,-2.2,,10.2,,,,,.2,2100,.3,,0,,4.8,140,1250,1.6,1382,,,52,,68.3,6.2,1017.3,1021.6,,1013.5,,1017.3,,1,,,,,,,,,6.7,,3.7,-6.7,2.2,2,2.6,2.7,4,6.1,9.6,12.4,15.4,,1.4,,{연무}{강도0}6.27-{연무}{강도1}7.01-{연무}{강도2}10.44-{연무}3(1000)1125-{연무}{강도2}1242-{연무}{강도1}1305-{연무}{강도0}1323--17.10/{비}{강도0}18.58...22.36/ {비}{강도0}23.51,
146,전주,1950-01-28,6.9,2.1,,13.6,,,,,5.2,905,22.3,,0,,6.3,250,740,2.5,2160,,,69,,91.7,9.5,1014.8,1022.4,,1009.3,,1014.8,,0,,,,,,,,,10,,6.3,-2.1,4.6,4.2,4.1,3.8,4.6,6,9.6,12.4,15.4,,1.2,,-{비}{강도0}-{연무}{강도0}720-942-{비}{강도0}111-{비}{강도0}129-{비}{강도1}153-{비}{강도0}216-{비}{강도0}225...{비}{강도0}243--{비}{강도1}423-{비}{강도0}441/ {연무}{강도0}1710-2026/ {달무리}{강도2}2236-2252/-{비}{강도0}-{비}{강도0}530-{비}{강도1}603-{비}{강도2}621-{비}{강도1}641-{비}{강도0}654-{비}{강도1}711-{비}{강도0}720-{비}{강도0}735--{비}{강도1}810-{비}{강도0}838-{비}{강도0}856-{비}{강도0}-{비}{강도0}906-{비}{강도0}909-{비}{강도1}925-{비}{강도0}1156--{비}{강도0}1156-{비}{강도0}1246-{비}{강도0}1309-1439/ {달무리}{강도0}956-{달무리}{강도1}2022-{달무리}{강도2}2052-{달무리}{강도1}1112--{달무리}{강도1}2176-2142/,
146,전주,1950-01-29,4,.2,,7.5,,,,,,,,,0,,3.2,70,1755,.7,605,,,57,,87.3,7,1021.3,1024.2,,1017.4,,1021.3,,1.8,,,,,,,,,10,,5.7,-2.8,4.2,3.9,4.1,4,5.3,6.2,9.5,12.3,15.3,,.8,,{안개}{강도0}636-{안개}{강도1}658-{안개}{강도2}809-{안개}3(1000)827-{안개}{강도2}925-{안개}{강도1}1013-{안개}{강도0}1025-1100{연무}{강도0}1647-{연무}{강도1}1705-{연무}{강도2}1730-{연무}{강도1}1745-{연무}{강도0}1815-1935/,
146,전주,1950-01-30,6.4,2.2,,14.8,,,,,4.6,711,19.3,,0,,10.9,160,1245,3.1,2678,,,73,,93,9.1,1004.4,1017.4,,993,,1004.4,,0,,,,,,,,,10,,6.1,.2,4.5,4.3,4.4,4.3,5.6,6.5,9.5,12.2,15.3,,.8,,{비}{강도0}230...{비}{강도0}251...{비}{강도0}302...{비}{강도0}432-{비}{강도0}515-521/{비}{강도0}617...{비}{강도0}620-{비}{강도0}-{비}{강도1}708-{비}{강도0}720-{비}{강도1}723-{비}{강도0}820-{비}{강도0}9.50--{비}{강도0}9.55-{비}{강도0}1035-{비}{강도0}1223-{비}{강도0}-{비}{강도0}1233-{비}{강도0}1318-1341/{비}{강도0}1440-1530/ {비}{강도0}1550-{안개}{강도0}614-{안개}{강도1}(1000)637-{안개}{강도2}(1500)05-{안개}3(900)29--{안개}4(500)-813-{안개}3837-{안개}{강도0}219-{안개}{강도1}937-{안개}{강도0}1035-1351/,
146,전주,1950-01-31,.7,-3.5,,3.5,,,,,.3,0,.3,,0,,6.5,270,1632,3.5,3024,,,60,,73.3,4.8,1022,1026.4,,1012.2,,1022,,4.9,,,,,,,,,4.3,,1.9,-7.4,2.8,3.6,4.2,4.1,5.9,6.6,9.5,12.2,15.3,,1.5,,-{비}{강도0}-054/ {안개}{강도0}611-1126/{연무}{강도0}1712-2051/,
146,전주,1950-02-01,-2.7,-6.8,,.9,,,,,,,,,0,,3,320,10,.6,518,,,53,,71.3,3.6,1024.5,1028.6,,1022.4,,1024.5,,4.8,,,,,,,,,5.7,,.9,-13.7,1.4,1.5,2.8,3.1,4.8,6.6,9.4,12.1,15.2,,1,,{연무}{강도0}720-9.29/{연무}{강도0}1723-1845/ {달무리}{강도0}2047-2140/,
146,전주,1950-02-02,-.2,-2.6,,2,,,,,,,,,0,,2.7,270,1703,1.5,1296,,,61,,77.3,4.6,1019.2,1023.4,,1017.8,,1019.2,,0,,,,,,,,,10,,1.9,-6.6,1.8,1.7,2.3,2.6,4.2,6.5,9.4,12,15.1,,1.6,,{안개}{강도0}6.51-{안개}{강도1}7.20-{안개}{강도0}11.16-21.26,
146,전주,1950-02-03,-1.3,-3.5,,1.2,,,,,.2,600,.5,,0,,9.7,270,1420,2.6,2246,,,54,,68,3.8,1018.6,1021.2,,1016.1,,1018.6,,2,,,,.3,650,.3,650,,9.7,,.2,-6.3,1.5,1.6,2.5,2.7,4.5,6.3,9.4,12,15.1,,.9,,{싸락우박}{강도0}306-{싸락우박}{강도0}311...{눈}{강도0}{싸락우박}{강도0}342-{눈}{강도0}423-649/ {안개}{강도0}702-932/ {눈}{강도0}1130--{눈}{강도0}1202-{눈}{강도0}1226...-{눈}{강도0}...{눈}{강도1}1255-{눈}{강도2}1310-{눈}{강도0}1315...{눈}{강도0}1317--{눈}{강도1}1319-1341/{눈}{강도0}1423...{눈}{강도1}1445-{눈}{강도0}1501-{눈}{강도0}-1525/{눈}{강도0}1535-{눈}{강도2}1556-{눈}{강도0}1609...1642/{연무}{강도0}1726-1926/ {눈}{강도0}2316...,
146,전주,1950-02-04,-3.2,-4.8,,.1,,,,,0,,.1,,0,,5.5,270,1215,1.6,1382,,,54,,77,3.7,1022.1,1024.7,,1020,,1022.1,,5.3,,,,.5,2400,.5,2400,,8.7,,.5,-7.7,1.1,1.1,2.1,2.4,3.8,6.2,9.3,12,15.1,,1.3,,...{눈}{강도0}...649/ {눈}{강도0}1937-2027{눈}{강도0}2141-{눈}{강도0}2203...,
146,전주,1950-02-05,-2.8,-6.8,,2.1,,,,,0,,0,,0,,3.3,290,1700,1.4,1210,,,38,,60,2.8,1026.4,1028.4,,1024.7,,1026.4,,9,,,,.2,100,.5,0,,2.7,,1.3,-11.7,1.4,1.4,2.2,2.1,3.6,6,9.3,12,15.1,,2.1,,...{눈}{강도0}...1.05/ {연무}{강도0}6.35-{연무}{강도1}7.1-{연무}{강도2}8.25-{연무}{강도1}9.19-{연무}{강도0}10.53-11.16/{연무}{강도0}16.57-19.36/,
146,전주,1950-02-06,4,-3.6,,8.2,,,,,.4,1547,.4,,0,,6,160,300,1.6,1382,,,57,,70.3,5.8,1023.9,1025.6,,1021.8,,1023.9,,.7,,,,,,,,,7.7,,3.7,-7.4,1.7,1.6,2.2,2.3,3.5,5.7,9.3,11.9,15,,.4,, {연무}{강도0}635-{연무}{강도1}7.39-{연무}{강도2}825-{연무}{강도1}919-{연무}{강도0}939-1216 {비}{강도0}1547...{비}{강도0}1554...-1607 {비}{강도0}730...1739/ {연무}{강도0}1620-{연무}{강도1}1716-{연무}{강도0}1910-2150/,
146,전주,1950-02-07,5.2,-.3,,10.2,,,,,,,,,0,,3.2,140,2400,.7,605,,,54,,81,7,1025.2,1030.4,,1020.3,,1025.2,,5.1,,,,,,,,,5.7,,6.6,-5.9,3.5,3.1,3,2.8,3.7,5.7,9.2,11.8,14.9,,1.7,,{연무}{강도0}620-{연무}{강도1}732-{연무}{강도2}876-{연무}3(900)832-{연무}{강도2}1035-{연무}{강도1}1142-{연무}{강도0}1325-1417/{연무}{강도0}1737-{연무}{강도1}1744-{연무}{강도2}1827-{연무}31841-{연무}{강도2}2115-{연무}{강도1}2237-{연무}{강도0}2257-2317/,
146,전주,1950-02-08,10.9,8.1,,13.6,,,1.6,,4.7,,45.2,,0,,12.8,160,601,3,2592,,,44,,89.3,11.6,1008.2,1020.3,,1005.1,,1008.2,,0,,,,,,,,,10,,9.5,3.6,5.6,5,4.5,4,4.7,5.7,9.1,11.7,14.9,,.4,,{비}{강도0}140-{비}{강도0}210...{비}{강도0}230-{비}{강도0}245-{비}{강도0}250-{비}{강도0}305-{비}{강도0}355-{비}{강도0}-{비}{강도0}445-{비}{강도1}511-{비}{강도2}{싸락우박}{강도1}512-{비}{강도1}534-{비}{강도0}536-{비}{강도0}550...{비}{강도0}555-{비}{강도0}605-{비}{강도0}620-{비}{강도0}-{비}{강도0}622-{비}{강도1}625-{비}{강도0}645-{비}{강도1}657-{비}{강도2}700-{비}{강도1}710-{비}{강도0}720-{비}{강도0}740--{비}{강도0}750-{비}{강도0}-{비}{강도0}755-{비}{강도0}845-{비}{강도0}958...{비}{강도0}1020-{비}{강도0}1055-{비}{강도1}1103--{비}{강도0}1107-{비}{강도0}1130-,
